manuscript_id,status,title,authors,letter_date,event_name,event_date,location,chair_name,chair_title
1571284761,accepted,Enhancing Electricity Demand Forecasting Using Data Augmentation in a Hybrid Autoformer Framework (HAFF),"Micheline Apolinar-Gotardo (Isabela State University, Philippines)",13-Aug-26,2026 Ninth International Conference on Vocational Education and Electrical Engineering (ICVEE),17-18 September 2026,"Surabaya, Indonesia","Prof. Dr. Nurhayati, S.T., M.T.",General Chair
1571286979,accepted,EEG Signal Analysis with sLORETA for Brain Mapping of Paper and Tablet Drawing in Early Childhood Education,"Osmalina Rahma and Sayyidul Istighfar Ittaqillah (Universitas Airlangga, Indonesia); Devito Andharu (Universitas Dr Soetomo, Indonesia); Nafisa Rahmatul Laili Alami (Universitas Airlangga, Indonesia); Nita Lutfiyah (Institut Teknologi Bandung, Indonesia); Dita Maryani (Indonesia); Rahadian Bisma (Universitas Negeri Surabaya, Indonesia); M Reza Ishadi Fadillah (Universitas Dr Soetomo, Indonesia); Rifai Chai (Swinburne University of Technology, Australia)",13-Aug-26,2026 Ninth International Conference on Vocational Education and Electrical Engineering (ICVEE),17-18 September 2026,"Surabaya, Indonesia","Prof. Dr. Nurhayati, S.T., M.T.",General Chair
1571287902,accepted,The Smart Scheduler: A Tri-Hybrid Graph-Genetic Approach to Departmental Exam Timetabling,"Milagros Engao, Ritchell S. Villafuerte and Jessie R. Paragas (Eastern Visayas State University, Philippines)",13-Aug-26,2026 Ninth International Conference on Vocational Education and Electrical Engineering (ICVEE),17-18 September 2026,"Surabaya, Indonesia","Prof. Dr. Nurhayati, S.T., M.T.",General Chair
1571289829,accepted,Neural Architecture Search: Combines Quantum-Inspired PSO with Gradient Descent for Automated Deep Learning Design,"Eko Puji Laksono, Aji P Wibawa and M. Zainal Arifin (Universitas Negeri Malang, Indonesia); Usman Nurhasan (State Polytechnic of Malang, Indonesia); Mohammad Arifin (Universitas Madura, Indonesia)",13-Aug-26,2026 Ninth International Conference on Vocational Education and Electrical Engineering (ICVEE),17-18 September 2026,"Surabaya, Indonesia","Prof. Dr. Nurhayati, S.T., M.T.",General Chair
1571290388,accepted,Vocational Education Management Information System (VEMIS) Design,"Nathanael Sitanggang (Universitas Negeri medan, Indonesia); Arnita, Fanny Ramadhani and Putri Lynna Adelinna Luthan (Universitas Negeri Medan, Indonesia)",13-Aug-26,2026 Ninth International Conference on Vocational Education and Electrical Engineering (ICVEE),17-18 September 2026,"Surabaya, Indonesia","Prof. Dr. Nurhayati, S.T., M.T.",General Chair
1571290492,accepted,Performance Analysis and Optimization of Free Space Optical (FSO) Communication Systems in Severe Weather Conditions: A Study in Indonesia,"Jodhy Pradana, Miftadi Sudjai and Erna Sugesti (Telkom University, Indonesia)",13-Aug-26,2026 Ninth International Conference on Vocational Education and Electrical Engineering (ICVEE),17-18 September 2026,"Surabaya, Indonesia","Prof. Dr. Nurhayati, S.T., M.T.",General Chair
1571290818,accepted,An SDR-Based Communication System for Reliable Agricultural Data Transmission in Remote Areas,"Hendy Briantoro, Wahyu Pamungkas, Nilla Rachmaningrum and Muh Taufiq Nur Hidayat (Telkom University, Indonesia); Bima Pancara Haryono Putra (The University of Edinburgh, United Kingdom (Great Britain))",13-Aug-26,2026 Ninth International Conference on Vocational Education and Electrical Engineering (ICVEE),17-18 September 2026,"Surabaya, Indonesia","Prof. Dr. Nurhayati, S.T., M.T.",General Chair
1571291145,accepted,ERICA: An AI-Based Humanoid Robot for Early Intervention Therapy in Children with Autism Pervasive Development Disorder,"Puput Wanarti Rusimamto, Muhammad Syariffuddien Zuhrie, Vivi Kurnia Herviani, Afrizal Luthfi Eka Arnatha and Dwi Aqidah (Universitas Negeri Surabaya, Indonesia)",13-Aug-26,2026 Ninth International Conference on Vocational Education and Electrical Engineering (ICVEE),17-18 September 2026,"Surabaya, Indonesia","Prof. Dr. Nurhayati, S.T., M.T.",General Chair
1571291163,accepted,The Effectiveness of PLC-HMI Based Power Synchronization Simulation in Improving Vocational Students' Psychomotor Learning Outcomes,"Astri Kusuma Wardhani (Universitas Negeri Surabaya, Indonesia)",13-Aug-26,2026 Ninth International Conference on Vocational Education and Electrical Engineering (ICVEE),17-18 September 2026,"Surabaya, Indonesia","Prof. Dr. Nurhayati, S.T., M.T.",General Chair
1571291272,accepted,Segmentation Approach to Improve the Efficiency of Concept Map Reconstruction Activity for Reading Support,"Ridwan Rismanto, Galih P Riatma, Usman Nurhasan and Endah Septa Sintiya (State Polytechnic of Malang, Indonesia)",13-Aug-26,2026 Ninth International Conference on Vocational Education and Electrical Engineering (ICVEE),17-18 September 2026,"Surabaya, Indonesia","Prof. Dr. Nurhayati, S.T., M.T.",General Chair
1571291423,accepted,Author Name Disambiguation in Digital Libraries via Hybrid VAE-DNN for Imbalanced Pairwise Matching,"Hamid Rahman and Usman Ependi (Universitas Bina Darma, Indonesia)",13-Aug-26,2026 Ninth International Conference on Vocational Education and Electrical Engineering (ICVEE),17-18 September 2026,"Surabaya, Indonesia","Prof. Dr. Nurhayati, S.T., M.T.",General Chair
1571291625,accepted,SnakeSafe: Lightweight Deep Learning for Edge Native Venomous Snake Identification,"Dave Shanna Marie E. Gigawin, John Paul L. Ullegue, Maureen M Villamor and Leah O. Pelias (University of Southeastern Philippines, Philippines)",13-Aug-26,2026 Ninth International Conference on Vocational Education and Electrical Engineering (ICVEE),17-18 September 2026,"Surabaya, Indonesia","Prof. Dr. Nurhayati, S.T., M.T.",General Chair
1571291638,accepted,Omniflow: An AI-Native Modular ERP Ecosystem with Integrated Observability for Intelligent Enterprise Systems,"Eric Julianto (Universitas Esa Unggul, Indonesia); Dian Alhusari (Braincore Indonesia, Indonesia); Safrizal Ardana Ardiyansa (Brawijaya University, Indonesia); Nurhikam (Braincore Indonesia, Indonesia); Fauzan Ihza Fajar (Universitas Terbuka, Indonesia); Amalan Fadil Gaib, Rachel Marta Maria and Nurul Andini (Braincore Indonesia, Indonesia); Anggito Karta Wijaya (University of Jember, Indonesia); Rahmatullah R (University of Hasanuddin, Indonesia)",13-Aug-26,2026 Ninth International Conference on Vocational Education and Electrical Engineering (ICVEE),17-18 September 2026,"Surabaya, Indonesia","Prof. Dr. Nurhayati, S.T., M.T.",General Chair
1571291668,accepted,GPS-Based Telematics for Decision-Making and Coal Stockpile Management Optimization: A Case Study of Digital Transformation in Indonesian Thermal Power,"Annisya Diaz Chandradewi (Binus University, Indonesia)",13-Aug-26,2026 Ninth International Conference on Vocational Education and Electrical Engineering (ICVEE),17-18 September 2026,"Surabaya, Indonesia","Prof. Dr. Nurhayati, S.T., M.T.",General Chair
1571291739,accepted,Forecast-Driven Runoff Estimation and Community Flood Alert System for the Mainit River Using the SCS-CN Method,"Alexis Luke G Barlomento (Eastern Visayas State University Carigara Campus, Philippines); Deborah G Brosas (Eastern Visayas State University, Philippines); Kent Claire Apple Joy M Pallomina (Visayas State University AlangAlang, Philippines)",13-Aug-26,2026 Ninth International Conference on Vocational Education and Electrical Engineering (ICVEE),17-18 September 2026,"Surabaya, Indonesia","Prof. Dr. Nurhayati, S.T., M.T.",General Chair
1571291753,accepted,MgTiO3-CaTiO3/Epoxy Composite as a Novel Substrate for Microstrip Patch Antenna Design,"Nurfarhana Mustafa and Nur Sofia Idayu Didik Aprianto (Universiti Malaysia Pahang Al-Sultan Abdullah, Malaysia); Imadeldin Elsayed Elmutasim (Qatar); Nurhafizah Abu Talip Yusof (Universiti Malaysia Pahang Al-Sultan Abdullah, Malaysia & Centre for Sustainable Fluid Energy Research (Fluid Energy), Malaysia); Mohamad Shaiful Abdul Karim (Universiti Malaysia Pahang Al-Sultan Abdullah, Malaysia)",13-Aug-26,2026 Ninth International Conference on Vocational Education and Electrical Engineering (ICVEE),17-18 September 2026,"Surabaya, Indonesia","Prof. Dr. Nurhayati, S.T., M.T.",General Chair
1571291857,accepted,E-Commerce Customer Behavior Analysis Using Web Analytics and Data Mining Based on Business Intelligence,"I Kadek Dwi Nuryana and Friskila Amanda Sipahutar (Universitas Negeri Surabaya, Indonesia)",13-Aug-26,2026 Ninth International Conference on Vocational Education and Electrical Engineering (ICVEE),17-18 September 2026,"Surabaya, Indonesia","Prof. Dr. Nurhayati, S.T., M.T.",General Chair
1571291877,accepted,Development of Artificial Intelligence-Based Analytics System for Licensure Examination Performance: A Study on BTLED-IA and BTLED-HE Students at MSU-MCEST,"Vedlin A. Talorete, Jr (University of Southeastern Philippines, Mindanao State University - Maigo College of Education, Science and Technology); Maureen M Villamor (University of Southeastern Philippines, Philippines); Javer C. Borngo (MSU - Maigo College of Education, Science and Technology, Philippines & University of Southeastern Philippines, Philippines)",13-Aug-26,2026 Ninth International Conference on Vocational Education and Electrical Engineering (ICVEE),17-18 September 2026,"Surabaya, Indonesia","Prof. Dr. Nurhayati, S.T., M.T.",General Chair
1571291893,accepted,Comparing Q-Learning and Integer Linear Programming for Grid-Based Path Planning with Static Obstacles,"Cendra Devayana Putra (Universitas Negeri Surabaya, Indonesia & National Cheng Kung University, Taiwan); Bartolomeus Priya Perkasa Utama Widada (National Cheng Kung University, Taiwan); Pandu Dwi Luhur Pambudi (BINUS Online Learning, Bina Nusantara University, Indonesia & Bina Nusantara University, Indonesia); Berliana Devianti Putri (Universitas Airlangga, Indonesia); Erik Rahman (Universitas Negeri Surabaya, Indonesia)",13-Aug-26,2026 Ninth International Conference on Vocational Education and Electrical Engineering (ICVEE),17-18 September 2026,"Surabaya, Indonesia","Prof. Dr. Nurhayati, S.T., M.T.",General Chair
1571291935,accepted,Real-Time Location Monitoring System for Mountain Climbers Using GPS Tracker with LoRa-MQTT,"Fauziyah Wafa Abdillah, Aulia Istiqomah, Muhammad Irham Agil Kurniawan and Jatmiko Endro Suseno (Diponegoro University, Indonesia)",13-Aug-26,2026 Ninth International Conference on Vocational Education and Electrical Engineering (ICVEE),17-18 September 2026,"Surabaya, Indonesia","Prof. Dr. Nurhayati, S.T., M.T.",General Chair
1571292019,accepted,"Perceived Risk, Trust, and Behavioral Intention to Use Generative AI: An Empirical Study Among Information Systems Students","Erik Rahman, Muhammad Hakiki and Mohammad Wildan Habibi (Universitas Negeri Surabaya, Indonesia); Cendra Devayana Putra (Universitas Negeri Surabaya, Indonesia & National Cheng Kung University, Taiwan)",13-Aug-26,2026 Ninth International Conference on Vocational Education and Electrical Engineering (ICVEE),17-18 September 2026,"Surabaya, Indonesia","Prof. Dr. Nurhayati, S.T., M.T.",General Chair
1571292191,accepted,A Hybrid LSTM-DDPG Framework for Operating-Parameter Optimisation of a Two-Stage Transesterification Process,"Chardinal Butarbutar (Surabaya State University, Indonesia); Cendra Devayana Putra (Universitas Negeri Surabaya, Indonesia & National Cheng Kung University, Taiwan); Ikhsan Taipabu (Universitas Pattimura, Indonesia); Bartolomeus Priya Perkasa Utama Widada (National Cheng Kung University, Taiwan); Berliana Devianti Putri (Universitas Airlangga, Indonesia)",13-Aug-26,2026 Ninth International Conference on Vocational Education and Electrical Engineering (ICVEE),17-18 September 2026,"Surabaya, Indonesia","Prof. Dr. Nurhayati, S.T., M.T.",General Chair
1571292198,accepted,3D ResNet-50 for Brain Tumor MRI Classification: Glioma Grading on BraTS 2020 Dataset,"Abdur Rokhim (Universitas Negeri Surabaya, Indonesia); Hapsari Peni Agustin Tjahyaningtijas (Universitas Negeri Surabaya, Indonesia & Institut Teknologi Sepuluh Nopember, Indonesia); Lusia Rakhmawati (Universitas Negeri Surabaya, Indonesia); Cucun Very Angkoso and Arik Kurniawati (University of Trunojoyo Madura, Indonesia); I Ketut Eddy Purnama (Institut Teknologi Sepuluh Nopember, Indonesia)",13-Aug-26,2026 Ninth International Conference on Vocational Education and Electrical Engineering (ICVEE),17-18 September 2026,"Surabaya, Indonesia","Prof. Dr. Nurhayati, S.T., M.T.",General Chair
1571292256,accepted,Effectiveness of a Validated Solar Cell Training Tool in Renewable Energy Education: Impact on Student Engagement and Learning Motivation,"Aditya Alpha Theodore (Universitas Negeri Surabaya, Indonesia)",13-Aug-26,2026 Ninth International Conference on Vocational Education and Electrical Engineering (ICVEE),17-18 September 2026,"Surabaya, Indonesia","Prof. Dr. Nurhayati, S.T., M.T.",General Chair
1571292300,accepted,Design and Performance Evaluation of a Real-Time Dual-Sensor Alcohol Detection for Halal Beverage Verification,"Amanu Isdadan and Ahmad Fauzan Adziimaa (Institut Teknologi Sepuluh Nopember, Indonesia)",13-Aug-26,2026 Ninth International Conference on Vocational Education and Electrical Engineering (ICVEE),17-18 September 2026,"Surabaya, Indonesia","Prof. Dr. Nurhayati, S.T., M.T.",General Chair
1571292314,accepted,Implementation of Project-Based Learning Assisted by FEA 2D Frame to Support SDGs 4 in Static Determinate Structure Analysis Learning,"Muhammad Habib Alfian, Heri Suryaman and Muhammad Kris Yuan Hidayatulloh (Universitas Negeri Surabaya, Indonesia); Muhammad Adib Kurniawan (Politeknik Perkeretaapian Indonesia Madiun, Indonesia)",13-Aug-26,2026 Ninth International Conference on Vocational Education and Electrical Engineering (ICVEE),17-18 September 2026,"Surabaya, Indonesia","Prof. Dr. Nurhayati, S.T., M.T.",General Chair
1571292356,accepted,Wideband Single-Port Cavity-Backed T-Shaped Monopole Antenna for Sub-6 GHz 5G Indoor Base Station Applications,"Said Douhi (Université Hassan II de Casablanca, Morocco); Ahmed Jamal Abdullah Al-Gburi (Asia Pacific University, Jalan Teknologi,, Malaysia); Adil Eddiai (Faculté des sciences Ben M'sick, Université hassan II, Morocco)",13-Aug-26,2026 Ninth International Conference on Vocational Education and Electrical Engineering (ICVEE),17-18 September 2026,"Surabaya, Indonesia","Prof. Dr. Nurhayati, S.T., M.T.",General Chair
1571292389,accepted,Techno-Economic Feasibility of Sorghum Stalk Biomass Aggregation for Coal-Fired Power Plant Co-Firing in Indonesia,"Trassanda Scudetto Widestomo Putra (Institut Teknologi PLN, Indonesia); Eri Prabowo (Institut Teknologi Perusahaan Listrik Negara, Indonesia)",13-Aug-26,2026 Ninth International Conference on Vocational Education and Electrical Engineering (ICVEE),17-18 September 2026,"Surabaya, Indonesia","Prof. Dr. Nurhayati, S.T., M.T.",General Chair
1571292412,accepted,Optimizing Sustainable Performance Through Artificial Intelligence and Digital Literacy: An Analysis of the Moderating Role of Self-Confidence in Supporting SDG,"Muhammad Kris Yuan Hidayatulloh (Universitas Negeri Surabaya, Indonesia); Hilyah Ashoumi (Universitas KH. A. Wahab Hasbullah, Indonesia); Muhammad Habib Alfian (Universitas Negeri Surabaya, Indonesia); Omer CobanoÄŸlu (Beihang University, China)",13-Aug-26,2026 Ninth International Conference on Vocational Education and Electrical Engineering (ICVEE),17-18 September 2026,"Surabaya, Indonesia","Prof. Dr. Nurhayati, S.T., M.T.",General Chair
1571292417,accepted,Will-Skill-Tool Determinants of Digital Technology Integration Behavior Among Vocational High School Teachers,"Muhammad Oka Ramadhan and Dedi Rohendi (Universitas Pendidikan Indonesia, Indonesia); Thomas Koehler (Technical University Dresden, Germany); Mustika Nuramalia Handayani and Ana (Universitas Pendidikan Indonesia, Indonesia)",13-Aug-26,2026 Ninth International Conference on Vocational Education and Electrical Engineering (ICVEE),17-18 September 2026,"Surabaya, Indonesia","Prof. Dr. Nurhayati, S.T., M.T.",General Chair
1571294926,accepted,Bio-Clinical BERT-Based Telemedicine System for Medical Diagnosis Classification and Procedure Recommendation in the Indonesian Healthcare Context,"Muhammad Andika Fadilla and Usman Ependi (Universitas Bina Darma, Indonesia)",13-Aug-26,2026 Ninth International Conference on Vocational Education and Electrical Engineering (ICVEE),17-18 September 2026,"Surabaya, Indonesia","Prof. Dr. Nurhayati, S.T., M.T.",General Chair
1571295664,accepted,Explaining Continuance Intention Toward GenAI for Academic Task: The Role of Task-Technology Fit and Satisfaction,"Anggraeni Widya Purwita, Sri Suryanti and Riza Akhsani Setyo Prayoga (Universitas Negeri Surabaya, Indonesia); Anisa Yunita Sari (Universitas Narotama, Indonesia); Mala Rosa Aprillya (Universitas Trunojoyo Madura, Indonesia); Ying Wang (Rajamangala University of Technology Krungthep, Thailand)",13-Aug-26,2026 Ninth International Conference on Vocational Education and Electrical Engineering (ICVEE),17-18 September 2026,"Surabaya, Indonesia","Prof. Dr. Nurhayati, S.T., M.T.",General Chair
1571295713,accepted,Mobile-Based Inventory Management Application Development for Oh!Some Using Scrum Method,"Muhamad Priadika Tribuwono, Mochamad Hakim Haiman, Gorga Hosa Deo and Riyan Leandros (Bina Nusantara University, Indonesia)",13-Aug-26,2026 Ninth International Conference on Vocational Education and Electrical Engineering (ICVEE),17-18 September 2026,"Surabaya, Indonesia","Prof. Dr. Nurhayati, S.T., M.T.",General Chair
1571296305,accepted,A Proposed Conceptual Model of Integrated Factors Influencing E-Government in Developing Countries: A TOEI Perspective,"Beny Prasetyo (Institut Teknologi Sepuluh Nopember, Indonesia & University of Jember, Indonesia); Siti Rochimah (Institut Teknologi Sepuluh Nopember Surabaya, Indonesia); Tony Dwi Susanto (ITS, Indonesia)",13-Aug-26,2026 Ninth International Conference on Vocational Education and Electrical Engineering (ICVEE),17-18 September 2026,"Surabaya, Indonesia","Prof. Dr. Nurhayati, S.T., M.T.",General Chair
1571296467,accepted,"Information Systems Management of Smart Mobility for Sustainable Public Transport in Surabaya, Indonesia","Deby Febriyan Eprilianto (Universitas Negeri Surabaya, Indonesia); Yuyun Eka Kartika Sari (Asia E University, Malaysia); Meirnawati Meirinawati, Indah Prabawati and Lisa Amelia Sari (Universitas Negeri Surabaya, Indonesia); Eni Febrianti (Universitas Padjadjaran, Indonesia)",13-Aug-26,2026 Ninth International Conference on Vocational Education and Electrical Engineering (ICVEE),17-18 September 2026,"Surabaya, Indonesia","Prof. Dr. Nurhayati, S.T., M.T.",General Chair
1571296538,accepted,Comparison of Spectral Clustering and K-Means Methods for Cluster Analysis of Tuberculosis Data in Indonesia,"A'yunin Sofro (Surabaya State University, Indonesia); Mayang Ariani Fitria Ananta (Universitas Negeri Surabaya, Indonesia); Khusnia Nurul Khikmah (Universitas Palangka Raya, Indonesia)",13-Aug-26,2026 Ninth International Conference on Vocational Education and Electrical Engineering (ICVEE),17-18 September 2026,"Surabaya, Indonesia","Prof. Dr. Nurhayati, S.T., M.T.",General Chair
1571296859,accepted,Reinforcement Learning-Based Tuning of LQR Weighting Matrices for Quadcopter Trajectory Tracking,"Yandhika Surya Akbar Gumilang (Universitas Negeri Surabaya, Indonesia); Suko Wiyanto (Universitas Brawijaya, Indonesia); Ali Nur Fathoni, Rifqi Firmansyah and Wahyu Sasongko Putro (Universitas Negeri Surabaya, Indonesia); Nur Fitria (Politeknik Negeri Bandung, Indonesia)",13-Aug-26,2026 Ninth International Conference on Vocational Education and Electrical Engineering (ICVEE),17-18 September 2026,"Surabaya, Indonesia","Prof. Dr. Nurhayati, S.T., M.T.",General Chair
1571297897,accepted,Development of Visual Novel Game as History Learning Medium Integrated with Digital Ethics,"Nanditya Vianti Putri (Sebelas Maret University, Indonesia); Febri Liantoni (Sebelas Maret University, Indonesia & Universitas Sebelas Maret, Indonesia); Cucuk Budiyanto (Universitas Sebelas Maret, Indonesia)",13-Aug-26,2026 Ninth International Conference on Vocational Education and Electrical Engineering (ICVEE),17-18 September 2026,"Surabaya, Indonesia","Prof. Dr. Nurhayati, S.T., M.T.",General Chair
1571298038,accepted,RAG-Based Automated Question Generation System for the Learning Management System Balai Diklat Keagamaan Denpasar,"I Gusti Ngurah Suariana (Institut Teknologi dan Bisnis Indonesia, Indonesia & Kementerian Agama, Indonesia); Aniek Suryanti Kusuma (Institut Bisnis dan Teknologi Indonesia, Indonesia); I Putu Agus Eka Darma Udayana (Institut Bisnis Dan Teknologi Indonesia, Indonesia & Universitas Udayana, Indonesia); Putu Sugiartawan (Indonesian Institute of Business and Technology, Indonesia & Informatics Engineering Study Program, Indonesia); Ni Wayan Sumartini Saraswati (Institut Bisnis dan Teknologi Indonesia, Indonesia); Kadek Gemilang Santiyuda (National Taiwan University of Science and Technology, Taiwan & Institut Bisnis Dan Teknologi Indonesia, Indonesia)",13-Aug-26,2026 Ninth International Conference on Vocational Education and Electrical Engineering (ICVEE),17-18 September 2026,"Surabaya, Indonesia","Prof. Dr. Nurhayati, S.T., M.T.",General Chair
1571298045,accepted,Deep Learning-Based Recommendation System for Career Path Prediction in Vocational Education,"Sugeng Hari Wibowo (INSTIKI, Indonesia); Aniek Suryanti Kusuma (Institut Bisnis dan Teknologi Indonesia, Indonesia); I Putu Agus Eka Darma Udayana (Institut Bisnis Dan Teknologi Indonesia, Indonesia & Universitas Udayana, Indonesia); Putu Sugiartawan (Indonesian Institute of Business and Technology, Indonesia & Informatics Engineering Study Program, Indonesia); Ni Wayan Sumartini Saraswati (Institut Bisnis dan Teknologi Indonesia, Indonesia); Kadek Gemilang Santiyuda (National Taiwan University of Science and Technology, Taiwan & Institut Bisnis Dan Teknologi Indonesia, Indonesia)",13-Aug-26,2026 Ninth International Conference on Vocational Education and Electrical Engineering (ICVEE),17-18 September 2026,"Surabaya, Indonesia","Prof. Dr. Nurhayati, S.T., M.T.",General Chair
